label,n,karger_tries,stein_tries
er-10-0.4,10,1,1
er-10-0.7,10,13,1
er-10-0.95,10,3,1
er-10-0.7,10,8,3
er-10-0.9,10,4,1
er-10-0.65,10,5,1
er-10-0.75,10,5,1
er-10-0.45,10,2,1
er-10-0.6,10,2,1
er-10-0.7,10,2,1
er-10-0.65,10,5,1
er-10-0.6,10,2,1
er-10-0.9,10,2,1
er-10-0.6,10,2,1
er-10-0.7,10,14,1
er-10-0.8,10,2,2
er-10-0.25,10,1,1
er-10-0.2,10,1,1
er-10-0.55,10,2,2
er-10-0.75,10,5,1
er-10-0.75,10,9,1
er-10-0.45,10,3,1
er-10-0.9,10,2,1
er-10-0.65,10,2,1
er-10-0.9,10,11,1
er-10-0.8,10,8,1
er-10-0.4,10,1,1
er-10-0.3,10,1,1
er-20-0.6,20,2,1
er-20-0.9,20,2,1
er-20-0.6,20,2,1
er-20-0.45,20,7,1
er-20-0.65,20,3,1
er-20-0.75,20,6,1
er-20-0.5,20,2,1
er-20-0.4,20,2,2
er-20-0.85,20,7,1
er-20-0.25,20,1,1
er-20-0.45,20,6,1
er-20-0.25,20,3,1
er-20-0.25,20,5,1
er-20-0.95,20,20,2
er-20-0.65,20,8,2
er-20-0.5,20,12,1
er-20-0.4,20,7,2
er-20-0.6,20,2,2
er-20-0.15,20,1,1
er-20-0.95,20,31,2
er-20-0.85,20,2,1
er-20-0.85,20,32,1
er-20-0.55,20,1,2
er-20-0.95,20,9,1
er-20-0.9,20,3,1
er-20-0.2,20,6,1
er-20-0.55,20,6,1
er-20-0.8,20,2,2
er-20-0.95,20,12,2
er-20-0.95,20,17,1
er-20-0.3,20,7,2
er-20-0.7,20,5,1
er-20-0.7,20,1,1
er-20-0.4,20,3,1
er-20-0.5,20,3,1
er-20-0.4,20,1,1
er-20-0.4,20,8,2
er-20-0.95,20,8,1
er-20-0.65,20,3,1
er-20-0.35,20,4,1
er-20-0.7,20,14,2
er-20-0.2,20,1,1
er-20-0.75,20,1,1
er-20-0.7,20,30,2
er-20-0.55,20,2,1
er-20-0.6,20,3,1
er-20-0.65,20,2,1
er-20-0.95,20,21,1
er-20-0.75,20,1,1
er-20-0.95,20,63,1
er-20-0.8,20,12,1
er-20-0.25,20,2,1
er-20-0.25,20,3,1
er-20-0.25,20,3,1
er-20-0.6,20,6,1
er-20-0.7,20,6,1
er-20-0.3,20,1,1
er-20-0.4,20,5,1
er-20-0.5,20,8,1
er-20-0.45,20,10,1
er-20-0.6,20,5,2
er-20-0.7,20,25,1
er-20-0.35,20,2,1
er-20-0.4,20,1,1
er-20-0.85,20,4,1
er-20-0.4,20,9,1
er-20-0.65,20,12,1
er-20-0.45,20,17,1
er-20-0.35,20,1,1
er-20-0.65,20,1,2
er-20-0.4,20,9,1
er-20-0.5,20,9,1
er-20-0.4,20,4,1
er-20-0.3,20,3,1
er-20-0.75,20,13,3
er-20-1.0,20,1,1
er-20-0.2,20,4,1
er-20-0.55,20,1,1
er-20-1.0,20,1,1
er-20-0.6,20,1,1
er-20-0.4,20,3,1
er-20-0.25,20,3,1
er-20-0.35,20,10,1
er-20-0.5,20,5,2
er-20-0.7,20,2,2
er-20-0.35,20,5,1
er-20-0.2,20,1,1
er-20-0.45,20,5,1
er-20-0.75,20,7,6
er-20-0.55,20,2,2
er-20-0.55,20,12,1
er-20-0.6,20,14,2
er-20-0.9,20,1,3
er-20-0.75,20,5,4
er-20-0.9,20,26,2
er-20-0.25,20,2,1
er-20-0.55,20,13,1
er-20-1.0,20,1,1
er-20-0.95,20,1,1
er-20-0.5,20,1,3
er-30-0.95,30,11,1
er-30-0.45,30,4,1
er-30-0.85,30,16,2
er-30-0.2,30,6,1
er-30-0.95,30,36,3
er-30-0.25,30,6,2
er-30-0.6,30,21,1
er-30-0.35,30,3,1
er-30-0.6,30,17,1
er-30-0.4,30,6,1
er-30-0.6,30,2,2
er-30-0.4,30,3,1
er-30-0.3,30,3,2
er-30-0.6,30,13,1
er-30-0.4,30,2,1
er-30-0.6,30,15,2
er-30-0.95,30,29,1
er-30-0.25,30,3,1
er-30-0.4,30,12,1
er-30-0.2,30,3,1
er-30-0.65,30,21,3
er-30-0.15,30,2,2
er-30-0.75,30,1,1
er-30-0.2,30,2,1
er-30-0.3,30,3,2
er-30-0.2,30,1,1
er-30-0.6,30,30,1
er-30-0.35,30,9,1
er-30-0.6,30,4,1
er-30-0.35,30,25,2
er-30-0.6,30,7,2
er-30-0.4,30,18,2
er-30-0.2,30,2,1
er-30-0.4,30,7,1
er-30-0.6,30,4,4
er-30-0.95,30,48,1
er-30-0.45,30,4,1
er-30-0.5,30,1,1
er-30-1.0,30,1,1
er-30-0.8,30,4,1
er-30-0.35,30,5,1
er-30-0.55,30,56,1
er-30-0.4,30,4,1
er-30-0.6,30,9,1
er-30-0.85,30,36,2
er-30-1.0,30,2,1
er-30-0.5,30,5,1
er-30-0.5,30,6,1
er-30-0.25,30,4,1
er-30-0.8,30,60,1
er-30-0.75,30,27,3
er-30-0.55,30,14,1
er-30-0.45,30,12,1
er-30-0.75,30,43,1
er-30-0.35,30,5,2
er-30-1.0,30,1,1
er-30-0.65,30,4,2
er-30-1.0,30,1,1
er-30-0.9,30,16,1
er-30-1.0,30,1,1
er-30-0.5,30,3,3
er-30-0.3,30,6,1
er-30-0.3,30,2,1
er-30-0.85,30,4,2
er-30-0.85,30,10,3
er-30-0.85,30,15,1
er-30-0.3,30,6,1
er-30-0.65,30,2,3
er-30-0.85,30,6,1
er-30-0.4,30,2,1
er-30-0.55,30,1,1
er-30-0.5,30,6,1
er-30-0.25,30,12,1
er-30-0.65,30,9,1
er-30-0.65,30,15,1
er-30-0.15,30,2,1
er-30-0.75,30,11,1
er-30-0.75,30,3,1
er-30-0.6,30,3,1
er-30-1.0,30,1,1
er-30-0.55,30,16,3
er-30-0.6,30,30,1
er-30-0.9,30,16,1
er-30-0.95,30,5,1
er-30-0.5,30,13,1
er-30-0.3,30,1,1
er-30-0.1,30,3,1
er-30-0.75,30,23,1
er-30-0.45,30,10,1
er-30-0.45,30,3,1
er-30-0.3,30,10,2
er-30-0.9,30,3,3
er-30-0.4,30,8,1
er-30-0.4,30,2,1
er-30-0.5,30,3,3
er-30-0.2,30,3,1
er-30-0.55,30,1,2
er-30-0.7,30,3,1
er-30-0.75,30,3,1
er-30-0.45,30,2,2
er-40-0.9,40,9,1
er-40-0.85,40,9,1
er-40-0.65,40,4,1
er-40-0.8,40,201,2
er-40-0.25,40,14,1
er-40-0.95,40,15,2
er-40-0.95,40,32,3
er-40-0.85,40,16,1
er-40-0.2,40,6,1
er-40-0.55,40,21,2
er-40-0.6,40,13,2
er-40-0.45,40,17,1
er-40-0.95,40,5,3
er-40-0.7,40,16,1
er-40-0.8,40,12,1
er-40-0.15,40,1,1
er-40-0.35,40,5,1
er-40-0.8,40,6,3
er-40-0.9,40,7,2
er-40-0.95,40,8,2
er-40-0.4,40,1,2
er-40-0.15,40,6,2
er-40-0.65,40,1,2
er-40-0.75,40,1,1
er-40-0.8,40,9,1
er-40-0.55,40,1,1
er-40-0.3,40,16,1
er-40-0.25,40,3,1
er-40-0.3,40,1,1
er-40-0.95,40,16,1
er-40-0.15,40,1,1
er-40-0.6,40,6,1
er-40-0.2,40,1,1
er-40-0.1,40,1,1
er-40-0.45,40,26,1
er-40-0.3,40,2,1
er-40-0.55,40,14,1
er-40-0.5,40,23,1
er-40-0.7,40,49,1
er-40-0.7,40,14,1
er-40-0.35,40,2,1
er-40-0.2,40,4,1
er-40-0.75,40,20,1
er-40-0.85,40,2,1
er-40-0.65,40,21,4
er-40-0.65,40,16,1
er-40-0.5,40,8,1
er-40-0.75,40,9,2
er-40-0.85,40,37,1
er-40-0.7,40,22,2
er-40-0.3,40,10,1
er-40-0.65,40,26,4
er-40-0.9,40,9,1
er-40-0.95,40,4,1
er-40-0.15,40,1,2
er-40-0.9,40,28,3
er-40-0.3,40,6,1
er-40-0.3,40,1,1
er-40-0.35,40,1,2
er-40-0.75,40,15,1
er-40-0.6,40,3,1
er-40-0.5,40,16,2
er-40-0.8,40,18,1
er-40-0.45,40,13,1
er-40-0.5,40,4,2
er-40-0.35,40,1,2
er-40-0.95,40,2,1
er-40-0.25,40,4,1
er-40-0.5,40,1,1
er-40-0.7,40,44,1
er-40-0.25,40,1,1
er-40-0.9,40,4,1
er-40-0.45,40,42,1
er-40-0.9,40,28,4
er-40-0.65,40,6,1
er-40-0.85,40,57,1
er-40-0.2,40,1,1
er-40-0.25,40,6,1
er-40-0.6,40,7,1
er-40-0.9,40,32,1
er-40-0.5,40,2,1
er-40-0.65,40,20,3
er-40-0.15,40,4,1
er-40-0.75,40,10,4
er-40-0.75,40,10,1
er-40-0.6,40,4,1
er-40-0.25,40,4,1
er-40-0.95,40,34,2
er-40-0.25,40,2,1
er-40-0.6,40,6,1
er-40-0.95,40,20,2
er-40-0.2,40,1,1
er-40-0.8,40,22,1
er-40-0.5,40,19,2
er-40-0.9,40,15,1
er-40-0.25,40,3,1
er-40-0.75,40,14,2
er-40-0.8,40,3,4
er-40-0.3,40,2,1
er-40-0.65,40,1,1
er-50-0.25,50,2,1
er-50-0.2,50,3,1
er-50-0.5,50,7,1
er-50-0.75,50,90,3
er-50-0.75,50,50,1
er-50-0.1,50,4,2
er-50-0.1,50,3,1
er-50-0.6,50,14,5
er-50-0.35,50,27,3
er-50-0.95,50,53,2
er-50-0.2,50,8,1
er-50-0.25,50,15,4
er-50-0.45,50,1,1
er-50-0.3,50,15,1
er-50-1.0,50,1,1
er-50-0.45,50,34,1
er-50-0.7,50,3,1
er-50-0.1,50,11,1
er-50-0.1,50,12,1
er-50-0.1,50,1,1
er-50-0.4,50,1,1
er-50-0.4,50,33,1
er-50-0.7,50,41,2
er-50-1.0,50,1,1
er-50-0.4,50,1,1
er-50-0.1,50,2,1
er-50-0.3,50,2,1
er-50-0.5,50,9,1
er-50-0.7,50,3,3
er-50-0.3,50,4,2
er-50-0.6,50,47,2
er-50-0.65,50,107,2
er-50-0.55,50,56,1
er-50-0.4,50,10,1
er-50-0.45,50,2,2
er-50-0.8,50,18,3
er-50-0.55,50,11,1
er-50-1.0,50,1,1
er-50-0.5,50,5,1
er-50-0.55,50,3,1
er-50-0.5,50,2,1
er-50-0.45,50,2,3
er-50-0.2,50,2,1
er-50-0.55,50,2,1
er-50-0.5,50,13,1
er-50-0.15,50,12,1
er-50-0.7,50,25,2
er-50-0.9,50,32,5
er-50-0.8,50,6,2
er-50-0.6,50,1,1
er-50-0.65,50,33,1
er-50-0.95,50,2,8
er-50-0.9,50,12,1
er-50-0.9,50,13,1
er-50-0.55,50,5,1
er-50-0.8,50,13,1
er-50-0.75,50,47,2
er-50-0.7,50,6,1
er-50-0.75,50,4,1
er-50-0.75,50,21,1
er-50-0.6,50,53,1
er-50-0.4,50,1,1
er-50-0.95,50,53,2
er-50-0.75,50,81,1
er-50-0.3,50,3,1
er-50-0.55,50,18,1
er-50-0.55,50,38,1
er-50-0.1,50,4,1
er-50-0.65,50,24,1
er-50-0.3,50,56,1
er-50-0.3,50,2,1
er-50-0.75,50,6,1
er-50-0.85,50,13,2
er-50-0.9,50,23,1
er-50-0.4,50,6,1
er-50-0.6,50,29,2
er-50-0.9,50,9,1
er-50-1.0,50,1,1
er-50-0.55,50,3,2
er-50-0.15,50,7,2
er-50-0.95,50,82,3
er-50-1.0,50,1,1
er-50-0.2,50,8,1
er-50-0.35,50,4,1
er-50-1.0,50,1,1
er-50-0.45,50,28,1
er-50-0.45,50,56,1
er-50-0.2,50,2,1
er-50-0.95,50,33,5
er-50-0.6,50,10,1
er-50-0.9,50,10,1
er-50-1.0,50,1,1
er-50-0.65,50,34,1
er-50-0.65,50,3,1
er-50-0.5,50,10,1
er-50-0.45,50,2,1
er-50-0.85,50,2,1
er-50-0.75,50,70,1
er-50-0.4,50,18,1
er-50-0.6,50,5,1
er-60-0.25,60,10,1
er-60-0.15,60,4,1
er-60-0.15,60,2,1
er-60-0.9,60,21,1
er-60-0.55,60,14,1
er-60-0.55,60,71,1
er-60-0.5,60,5,3
er-60-0.95,60,8,3
er-60-0.6,60,27,1
er-60-0.75,60,27,1
er-60-0.85,60,50,1
er-60-1.0,60,2,1
er-60-0.15,60,9,1
er-60-0.85,60,11,1
er-60-0.2,60,1,1
er-60-0.75,60,10,2
er-60-0.9,60,160,1
er-60-0.7,60,67,1
er-60-0.9,60,2,1
er-60-0.3,60,1,1
er-60-0.45,60,1,4
er-60-0.35,60,15,1
er-60-0.5,60,13,1
er-60-0.5,60,11,1
er-60-0.1,60,2,1
er-60-0.35,60,13,2
er-60-0.7,60,7,2
er-60-0.6,60,15,1
er-60-0.2,60,7,1
er-60-0.3,60,6,1
er-60-0.95,60,58,1
er-60-0.65,60,5,1
er-60-0.8,60,8,1
er-60-0.1,60,4,1
er-60-0.65,60,25,3
er-60-0.85,60,6,2
er-60-0.65,60,29,1
er-60-0.95,60,26,1
er-60-1.0,60,2,1
er-60-0.25,60,2,1
er-60-0.5,60,28,1
er-60-0.7,60,30,6
er-60-0.55,60,4,5
er-60-0.6,60,10,1
er-60-0.65,60,49,1
er-60-0.85,60,71,1
er-60-0.55,60,15,4
er-60-0.1,60,6,1
er-60-0.95,60,2,1
er-60-0.5,60,20,1
er-60-0.9,60,7,2
er-60-0.95,60,27,1
er-60-0.25,60,2,2
er-60-1.0,60,1,1
er-60-0.1,60,3,1
er-60-0.45,60,1,1
er-60-0.55,60,5,1
er-60-0.4,60,5,1
er-60-0.1,60,1,1
er-60-0.7,60,53,1
er-60-0.45,60,1,1
er-60-0.5,60,13,1
er-60-0.9,60,57,1
er-60-1.0,60,2,1
er-60-0.1,60,2,1
er-60-0.5,60,93,1
er-60-0.9,60,1,2
er-60-0.5,60,3,1
er-60-0.65,60,14,1
er-60-0.15,60,2,1
er-60-0.15,60,7,1
er-60-0.3,60,64,3
er-60-0.7,60,18,1
er-60-0.55,60,3,1
er-60-0.95,60,24,2
er-60-0.4,60,2,2
er-60-0.95,60,16,1
er-60-0.2,60,3,1
er-60-0.3,60,6,2
er-60-0.4,60,3,1
er-60-0.4,60,3,2
er-60-0.2,60,12,2
er-60-0.15,60,3,1
er-60-0.5,60,30,1
er-60-0.9,60,17,1
er-60-0.6,60,17,1
er-60-0.9,60,14,1
er-60-0.55,60,24,2
er-60-0.45,60,60,1
er-60-0.2,60,3,1
er-60-0.95,60,20,1
er-60-0.15,60,5,3
er-60-0.85,60,16,1
er-60-0.65,60,10,1
er-60-1.0,60,1,1
er-60-0.75,60,30,1
er-60-0.3,60,50,3
er-60-1.0,60,1,1
er-60-0.95,60,4,1
er-60-0.75,60,5,1
er-70-0.75,70,19,2
er-70-0.6,70,104,2
er-70-0.85,70,78,2
er-70-0.35,70,2,1
er-70-0.6,70,11,6
er-70-0.8,70,38,3
er-70-0.7,70,23,1
er-70-0.75,70,39,1
er-70-0.8,70,7,7
er-70-0.85,70,27,5
er-70-0.15,70,2,1
er-70-0.45,70,54,4
er-70-0.55,70,3,1
er-70-0.5,70,36,1
er-70-0.65,70,2,1
er-70-0.2,70,6,1
er-70-0.4,70,5,1
er-70-0.25,70,1,2
er-70-0.85,70,6,1
er-70-0.95,70,271,1
er-70-0.25,70,4,1
er-70-0.9,70,26,1
er-70-0.75,70,9,2
er-70-0.45,70,36,2
er-70-0.9,70,38,1
er-70-0.6,70,46,1
er-70-0.35,70,17,1
er-70-0.15,70,16,2
er-70-0.55,70,5,1
er-70-0.35,70,37,1
er-70-0.8,70,48,1
er-70-0.75,70,2,1
er-70-0.4,70,8,1
er-70-0.5,70,4,1
er-70-0.55,70,2,2
er-70-0.5,70,44,1
er-70-0.95,70,147,1
er-70-0.15,70,6,1
er-70-0.95,70,12,1
er-70-0.05,70,1,1
er-70-1.0,70,1,1
er-70-0.45,70,23,1
er-70-0.65,70,7,1
er-70-0.8,70,10,1
er-70-0.7,70,4,2
er-70-0.3,70,2,1
er-70-0.9,70,27,1
er-70-1.0,70,1,1
er-70-0.55,70,12,1
er-70-0.8,70,11,3
er-70-0.1,70,5,2
er-70-0.2,70,4,1
er-70-0.65,70,43,1
er-70-0.55,70,1,2
er-70-0.55,70,34,1
er-70-0.85,70,24,2
er-70-0.75,70,56,2
er-70-0.65,70,16,1
er-70-0.25,70,9,1
er-70-0.6,70,39,1
er-70-0.55,70,4,1
er-70-0.7,70,29,2
er-70-0.75,70,33,1
er-70-0.15,70,2,1
er-70-0.9,70,191,1
er-70-0.3,70,3,3
er-70-1.0,70,1,1
er-70-0.75,70,25,3
er-70-0.85,70,14,2
er-70-0.55,70,45,1
er-70-0.35,70,13,3
er-70-1.0,70,1,1
er-70-0.8,70,15,2
er-70-0.45,70,19,1
er-70-0.4,70,25,1
er-70-0.75,70,120,1
er-70-0.6,70,38,5
er-70-0.4,70,6,3
er-70-0.85,70,3,1
er-70-0.55,70,4,1
er-70-0.65,70,69,2
er-70-0.1,70,3,1
er-70-0.25,70,2,1
er-70-0.3,70,31,3
er-70-0.35,70,4,1
er-70-0.75,70,11,3
er-70-0.4,70,13,2
er-70-0.35,70,5,1
er-70-0.85,70,25,2
er-70-0.95,70,27,1
er-70-0.25,70,23,1
er-70-0.2,70,14,1
er-70-0.55,70,31,1
er-70-0.85,70,4,1
er-70-0.9,70,71,1
er-70-0.25,70,8,6
er-70-0.5,70,13,1
er-70-0.4,70,27,2
er-70-0.9,70,4,1
er-70-0.85,70,17,1
er-80-0.9,80,43,2
er-80-0.4,80,14,2
er-80-0.35,80,5,1
er-80-0.6,80,43,1
er-80-0.4,80,14,1
er-80-0.45,80,7,1
er-80-0.4,80,1,2
er-80-0.15,80,3,1
er-80-0.55,80,2,1
er-80-0.45,80,12,1
er-80-0.95,80,11,2
er-80-0.5,80,1,1
er-80-0.2,80,13,1
er-80-0.95,80,60,1
er-80-0.6,80,18,3
er-80-0.95,80,225,1
er-80-0.25,80,53,1
er-80-0.45,80,2,1
er-80-0.75,80,13,5
er-80-0.9,80,9,2
er-80-0.5,80,25,1
er-80-0.15,80,3,1
er-80-0.2,80,53,2
er-80-0.1,80,3,1
er-80-0.45,80,27,2
er-80-0.25,80,28,1
er-80-0.05,80,1,1
er-80-0.3,80,1,1
er-80-0.05,80,1,1
er-80-0.3,80,5,1
er-80-0.6,80,33,1
er-80-0.25,80,92,1
er-80-0.55,80,21,5
er-80-0.75,80,74,1
er-80-0.6,80,257,1
er-80-0.5,80,14,1
er-80-0.85,80,15,1
er-80-0.5,80,14,2
er-80-0.85,80,50,1
er-80-0.95,80,75,4
er-80-0.6,80,45,2
er-80-0.9,80,83,2
er-80-0.2,80,24,1
er-80-0.95,80,16,1
er-80-0.95,80,15,4
er-80-0.75,80,19,2
er-80-0.3,80,10,2
er-80-0.4,80,12,2
er-80-0.55,80,59,1
er-80-0.2,80,6,1
er-80-0.25,80,2,1
er-80-0.95,80,51,1
er-80-0.85,80,3,2
er-80-0.35,80,16,1
er-80-0.25,80,11,2
er-80-0.65,80,85,1
er-80-0.6,80,11,1
er-80-0.25,80,17,1
er-80-0.45,80,7,3
er-80-0.85,80,10,3
er-80-0.2,80,8,1
er-80-0.55,80,12,1
er-80-0.25,80,1,1
er-80-0.7,80,67,3
er-80-0.15,80,13,1
er-80-1.0,80,1,1
er-80-0.1,80,10,1
er-80-0.1,80,18,1
er-80-0.65,80,10,1
er-80-0.5,80,65,2
er-80-0.95,80,47,1
er-80-0.25,80,24,1
er-80-0.3,80,5,1
er-80-0.45,80,5,3
er-80-0.8,80,29,1
er-80-0.2,80,8,1
er-80-0.15,80,3,1
er-80-0.65,80,13,1
er-80-0.1,80,2,1
er-80-0.75,80,58,1
er-80-0.55,80,36,1
er-80-0.45,80,99,2
er-80-0.55,80,17,2
er-80-0.35,80,8,2
er-80-0.3,80,2,1
er-80-1.0,80,1,1
er-80-0.8,80,6,1
er-80-0.55,80,32,1
er-80-0.45,80,23,1
er-80-0.95,80,66,1
er-80-0.95,80,5,1
er-80-0.4,80,36,1
er-80-0.65,80,1,2
er-80-0.4,80,36,1
er-80-0.35,80,12,1
er-80-0.8,80,9,1
er-80-0.3,80,5,1
er-80-0.75,80,39,1
er-80-0.75,80,7,1
er-80-0.5,80,57,1
er-90-0.1,90,2,1
er-90-0.3,90,9,1
er-90-0.85,90,81,1
er-90-0.65,90,17,4
er-90-0.65,90,2,1
er-90-0.55,90,25,3
er-90-0.15,90,6,2
er-90-0.85,90,22,3
er-90-0.45,90,6,1
er-90-1.0,90,1,1
er-90-0.3,90,31,1
er-90-0.45,90,2,1
er-90-0.05,90,1,1
er-90-0.1,90,13,1
er-90-0.5,90,104,1
er-90-0.2,90,6,1
er-90-0.8,90,51,1
er-90-0.7,90,71,1
er-90-0.25,90,6,1
er-90-0.15,90,10,1
er-90-0.9,90,55,1
er-90-0.45,90,8,1
er-90-1.0,90,1,1
er-90-0.1,90,3,1
er-90-0.05,90,2,1
er-90-0.25,90,3,1
er-90-0.45,90,3,1
er-90-0.85,90,4,3
er-90-0.5,90,7,1
er-90-0.9,90,118,3
er-90-1.0,90,1,1
er-90-0.75,90,207,1
er-90-0.15,90,8,1
er-90-0.9,90,31,3
er-90-1.0,90,1,1
er-90-0.9,90,70,1
er-90-0.6,90,76,1
er-90-0.75,90,15,1
er-90-0.7,90,28,3
er-90-1.0,90,2,1
er-90-0.95,90,13,2
er-90-1.0,90,1,1
er-90-0.65,90,9,1
er-90-0.55,90,6,1
er-90-0.3,90,76,2
er-90-0.3,90,1,2
er-90-0.45,90,3,1
er-90-0.4,90,18,2
er-90-0.9,90,116,2
er-90-0.4,90,13,1
er-90-0.5,90,14,1
er-90-0.4,90,28,4
er-90-0.45,90,7,1
er-90-0.85,90,28,1
er-90-0.6,90,10,2
er-90-0.5,90,26,2
er-90-1.0,90,1,1
er-90-0.55,90,14,1
er-90-0.5,90,9,1
er-90-0.65,90,86,1
er-90-0.5,90,15,2
er-90-0.55,90,9,1
er-90-0.15,90,14,1
er-90-0.2,90,2,1
er-90-0.65,90,38,1
er-90-0.2,90,12,1
er-90-0.4,90,17,2
er-90-0.65,90,4,2
er-90-0.6,90,62,3
er-90-0.7,90,29,2
er-90-1.0,90,1,1
er-90-0.35,90,4,1
er-90-0.65,90,97,1
er-90-0.45,90,45,1
er-90-0.05,90,1,1
er-90-1.0,90,1,1
er-90-1.0,90,1,1
er-90-0.3,90,26,1
er-90-0.45,90,18,2
er-90-0.85,90,7,3
er-90-0.85,90,17,1
er-90-0.55,90,7,2
er-90-0.05,90,3,1
er-90-0.1,90,2,1
er-90-0.35,90,3,1
er-90-0.25,90,10,1
er-90-0.3,90,60,1
er-90-0.45,90,44,1
er-90-0.9,90,126,1
er-90-0.8,90,9,2
er-90-0.55,90,1,2
er-90-0.3,90,11,1
er-90-0.8,90,43,3
er-90-0.55,90,56,2
er-90-0.3,90,18,5
er-90-0.2,90,8,1
er-90-0.2,90,10,2
er-90-0.8,90,7,1
er-90-0.3,90,19,1
er-90-0.5,90,60,1
er-100-0.1,100,10,1
er-100-0.95,100,40,2
er-100-0.35,100,5,1
er-100-0.9,100,31,1
er-100-0.3,100,5,1
er-100-0.2,100,16,6
er-100-0.1,100,1,1
er-100-1.0,100,1,1
er-100-0.75,100,9,2
er-100-0.15,100,7,1
er-100-0.85,100,57,1
er-100-0.45,100,50,1
er-100-0.25,100,20,1
er-100-0.1,100,11,1
er-100-0.9,100,14,1
er-100-0.9,100,114,1
er-100-0.45,100,61,1
er-100-0.4,100,13,1
er-100-0.25,100,18,1
er-100-0.55,100,80,1
er-100-0.85,100,80,3
er-100-0.25,100,29,2
er-100-0.4,100,8,3
er-100-0.7,100,20,3
er-100-0.75,100,48,1
er-100-0.75,100,67,3
er-100-0.2,100,13,2
er-100-0.15,100,7,1
er-100-0.95,100,240,3
er-100-0.35,100,55,1
er-100-0.3,100,14,1
er-100-0.75,100,27,1
er-100-0.2,100,2,1
er-100-0.4,100,4,2
er-100-0.45,100,6,1
er-100-0.6,100,100,1
er-100-0.9,100,123,1
er-100-0.3,100,18,1
er-100-0.25,100,4,1
er-100-0.95,100,142,2
er-100-0.65,100,15,1
er-100-0.6,100,46,1
er-100-0.9,100,99,1
er-100-0.35,100,4,1
er-100-0.3,100,1,1
er-100-0.8,100,36,5
er-100-0.15,100,39,2
er-100-0.95,100,142,2
er-100-0.5,100,47,1
er-100-0.8,100,50,1
er-100-0.35,100,3,1
er-100-0.95,100,346,7
er-100-0.7,100,9,1
er-100-0.55,100,56,1
er-100-0.15,100,1,1
er-100-0.2,100,3,1
er-100-1.0,100,1,1
er-100-0.2,100,14,2
er-100-0.15,100,1,1
er-100-0.65,100,23,1
er-100-0.45,100,5,1
er-100-0.4,100,14,1
er-100-0.35,100,22,1
er-100-0.85,100,11,1
er-100-0.5,100,10,1
er-100-0.75,100,147,1
er-100-0.95,100,37,1
er-100-0.25,100,54,1
er-100-0.8,100,2,2
er-100-0.35,100,17,3
er-100-0.85,100,52,2
er-100-0.5,100,1,2
er-100-0.75,100,17,3
er-100-0.35,100,19,1
er-100-1.0,100,1,1
er-100-0.75,100,26,1
er-100-0.7,100,4,2
er-100-0.1,100,2,1
er-100-1.0,100,1,1
er-100-0.2,100,21,1
er-100-0.55,100,24,1
er-100-0.15,100,1,1
er-100-0.85,100,33,2
er-100-0.2,100,13,1
er-100-0.85,100,86,1
er-100-0.8,100,189,1
er-100-0.45,100,33,3
er-100-0.35,100,23,2
er-100-0.6,100,34,1
er-100-0.5,100,41,1
er-100-0.65,100,27,2
er-100-0.45,100,59,2
er-100-0.1,100,3,1
er-100-0.45,100,4,1
er-100-0.3,100,6,1
er-100-0.35,100,3,1
er-100-0.15,100,1,1
er-100-0.4,100,10,1
er-100-0.85,100,19,2
er-100-0.35,100,11,1
er-110-0.2,110,14,1
er-110-0.1,110,5,2
er-110-0.35,110,3,1
er-110-0.45,110,10,1
er-110-0.45,110,17,2
er-110-0.1,110,6,1
er-110-0.8,110,49,1
er-110-0.2,110,8,1
er-110-1.0,110,1,1
er-110-0.45,110,17,1
er-110-0.2,110,54,1
er-110-1.0,110,1,1
er-110-0.45,110,9,1
er-110-0.15,110,8,1
er-110-0.6,110,86,1
er-110-0.1,110,1,3
er-110-0.05,110,1,1
er-110-0.55,110,2,3
er-110-0.1,110,5,1
er-110-0.95,110,18,1
er-110-0.7,110,27,1
er-110-0.45,110,2,2
er-110-0.25,110,5,4
er-110-0.8,110,28,4
er-110-0.2,110,31,3
er-110-0.25,110,7,1
er-110-0.8,110,120,4
er-110-0.5,110,8,1
er-110-0.4,110,22,1
er-110-0.7,110,35,1
er-110-0.35,110,26,1
er-110-0.35,110,11,1
er-110-0.15,110,13,1
er-110-0.75,110,8,2
er-110-0.4,110,39,1
er-110-0.7,110,157,2
er-110-0.3,110,6,2
er-110-0.45,110,87,1
er-110-0.65,110,79,1
er-110-0.95,110,136,1
er-110-0.95,110,112,1
er-110-0.6,110,7,1
er-110-0.35,110,60,2
er-110-0.2,110,35,1
er-110-0.4,110,3,1
er-110-0.9,110,104,1
er-110-0.25,110,12,1
er-110-0.35,110,7,1
er-110-0.6,110,33,4
er-110-0.5,110,32,2
er-110-0.75,110,34,1
er-110-0.55,110,2,1
er-110-0.2,110,20,1
er-110-0.7,110,93,3
er-110-0.6,110,1,1
er-110-0.7,110,1,1
er-110-0.5,110,16,1
er-110-0.15,110,20,2
er-110-0.7,110,71,1
er-110-0.55,110,2,1
er-110-0.4,110,13,1
er-110-0.6,110,12,2
er-110-1.0,110,1,1
er-110-0.95,110,365,4
er-110-0.95,110,36,2
er-110-0.8,110,12,3
er-110-0.2,110,16,1
er-110-0.1,110,5,2
er-110-0.8,110,28,1
er-110-0.55,110,4,2
